Country,MarketSegment,ArrivalDateMonth,DepositType,CustomerType,LeadTime,ArrivalDateYear,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,RequiredCarParkingSpaces,IsCanceled
GBR,Online TA,May,No Deposit     ,Transient,329,2017,18,5,0,0
IRL,Offline TA/TO,May,No Deposit     ,Transient,126,2017,20,16,0,0
CHE,Online TA,July,No Deposit     ,Transient,116,2017,29,21,0,1
ROU,Direct,May,No Deposit     ,Transient,72,2017,20,16,0,0
PRT,Online TA,May,No Deposit     ,Transient,213,2017,21,23,0,0
IRL,Online TA,May,No Deposit     ,Transient,205,2017,20,16,0,0
PRT,Offline TA/TO,June,No Deposit     ,Transient,184,2017,24,11,0,1
GBR,Offline TA/TO,May,No Deposit     ,Transient,108,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,243,2017,20,16,0,0
CN,Online TA,May,No Deposit     ,Transient,89,2017,20,19,0,0
POL,Online TA,June,No Deposit     ,Transient,272,2017,23,4,0,1
ROU,Direct,May,No Deposit     ,Transient,72,2017,20,16,0,0
SUR,Online TA,May,No Deposit     ,Transient,62,2017,20,16,0,0
CN,Offline TA/TO,May,No Deposit     ,Transient,98,2017,20,17,0,0
IRL,Direct,May,No Deposit     ,Transient,4,2017,21,22,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,61,2017,21,22,1,0
PRT,Offline TA/TO,June,No Deposit     ,Transient,184,2017,24,11,0,1
PRT,Corporate,May,No Deposit     ,Transient-Party,61,2017,21,22,0,0
IRL,Offline TA/TO,May,No Deposit     ,Transient,147,2017,20,16,0,0
ESP,Online TA,June,No Deposit     ,Transient,22,2017,22,3,0,1
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,20,1,0
PRT,Online TA,June,No Deposit     ,Transient,95,2017,23,9,0,1
PRT,Offline TA/TO,May,No Deposit     ,Transient,5,2017,21,22,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,7,2017,21,22,0,0
PRT,Direct,May,No Deposit     ,Transient,2,2017,21,22,0,0
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,118,2017,21,22,0,0
FRA,Online TA,May,No Deposit     ,Transient,97,2017,20,16,0,0
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,104,2017,21,22,0,0
PRT,Offline TA/TO,May,No Deposit     ,Transient,5,2017,21,22,1,0
PRT,Direct,August,No Deposit     ,Transient,234,2017,33,19,0,1
PRT,Offline TA/TO,May,No Deposit     ,Transient,7,2017,21,24,0,1
CN,Online TA,May,No Deposit     ,Transient,87,2017,20,20,0,0
PRT,Offline TA/TO,May,No Deposit     ,Group,5,2017,21,22,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,303,2017,19,11,0,0
GBR,Online TA,May,No Deposit     ,Transient,12,2017,22,28,0,1
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,118,2017,21,22,0,0
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,118,2017,21,22,0,0
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,104,2017,21,22,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,302,2017,20,16,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,7,2017,21,22,0,0
IRL,Online TA,May,No Deposit     ,Transient,205,2017,20,16,0,0
IRL,Online TA,May,No Deposit     ,Transient,195,2017,20,16,0,0
PRT,Online TA,May,No Deposit     ,Transient,130,2017,20,19,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,112,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,118,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,200,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,219,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,118,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,208,2017,20,16,0,0
ESP,Direct,July,No Deposit     ,Transient,158,2017,27,5,0,1
NOR,Offline TA/TO,May,No Deposit     ,Transient-Party,118,2017,21,22,0,0
PRT,Online TA,August,No Deposit     ,Transient,90,2017,34,20,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,126,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,181,2017,20,16,0,0
IRL,Offline TA/TO,May,No Deposit     ,Transient,154,2017,20,16,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,126,2017,20,16,0,0
PRT,Direct,May,No Deposit     ,Transient,3,2017,21,21,1,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,193,2017,20,15,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,153,2017,20,19,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,3,2017,21,21,0,0
BEL,Online TA,May,No Deposit     ,Transient-Party,7,2017,21,21,0,0
BRA,Online TA,June,No Deposit     ,Transient,202,2017,26,30,0,1
PRT,Direct,June,No Deposit     ,Transient,30,2017,24,16,0,1
BRA,Online TA,May,No Deposit     ,Transient,8,2017,21,23,0,1
IRL,Online TA,July,No Deposit     ,Transient,153,2017,28,10,0,1
EST,Online TA,July,No Deposit     ,Transient,289,2017,28,10,0,1
ITA,Direct,May,No Deposit     ,Transient,0,2017,21,21,0,0
PRT,Online TA,June,No Deposit     ,Transient,34,2017,25,19,0,1
PRT,Corporate,May,No Deposit     ,Transient-Party,59,2017,20,20,1,0
PRT,Direct,June,No Deposit     ,Transient,30,2017,24,16,0,1
DEU,Online TA,June,No Deposit     ,Transient,16,2017,22,3,0,1
GBR,Online TA,June,No Deposit     ,Transient,43,2017,22,2,0,1
BRA,Online TA,May,No Deposit     ,Transient,8,2017,21,23,0,1
BRA,Online TA,May,No Deposit     ,Transient,8,2017,21,23,0,1
BRA,Online TA,May,No Deposit     ,Transient,8,2017,21,23,0,1
ARG,Online TA,June,No Deposit     ,Transient,24,2017,23,5,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,251,2017,19,8,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,117,2017,19,8,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,117,2017,19,8,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,292,2017,20,15,0,0
NLD,Direct,May,No Deposit     ,Transient,67,2017,20,17,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,120,2017,20,17,0,0
PRT,Offline TA/TO,July,No Deposit     ,Transient,151,2017,29,22,0,1
PRT,Offline TA/TO,July,No Deposit     ,Transient,151,2017,29,22,0,1
PRT,Online TA,June,No Deposit     ,Transient,30,2017,24,14,0,1
PRT,Online TA,June,No Deposit     ,Transient,30,2017,24,14,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,83,2017,20,15,0,0
IRL,Online TA,May,No Deposit     ,Transient,26,2017,21,21,1,0
MDV,Direct,July,No Deposit     ,Transient,91,2017,29,21,0,1
PRT,Direct,June,No Deposit     ,Transient,30,2017,24,16,0,1
PRT,Offline TA/TO,July,No Deposit     ,Transient,151,2017,29,22,0,1
PRT,Direct,May,No Deposit     ,Transient,0,2017,21,21,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,286,2017,20,18,0,0
GBR,Online TA,July,No Deposit     ,Transient,95,2017,28,14,0,1
PRT,Online TA,May,No Deposit     ,Transient,5,2017,21,21,0,0
MAR,Online TA,August,No Deposit     ,Transient,244,2017,33,14,0,1
PRT,Offline TA/TO,June,No Deposit     ,Contract,216,2017,24,12,0,1
PRT,Offline TA/TO,May,Refundable     ,Contract,212,2017,21,26,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,275,2017,19,7,0,0
PRT,Offline TA/TO,July,No Deposit     ,Transient,151,2017,29,22,0,1
GBR,Offline TA/TO,May,No Deposit     ,Transient,163,2017,20,15,0,0
PRT,Offline TA/TO,May,No Deposit     ,Transient,83,2017,20,17,0,0
GBR,Online TA,June,No Deposit     ,Transient,41,2017,22,2,0,1
CHE,Online TA,May,No Deposit     ,Transient,59,2017,20,17,1,0
ESP,Online TA,June,No Deposit     ,Transient,23,2017,22,2,0,1
PRT,Online TA,May,No Deposit     ,Transient,3,2017,21,21,0,0
PRT,Complementary,May,No Deposit     ,Transient,8,2017,21,23,0,1
GBR,Offline TA/TO,May,No Deposit     ,Transient,93,2017,20,18,0,0
GBR,Online TA,June,No Deposit     ,Transient,43,2017,22,2,0,1
ESP,Direct,May,No Deposit     ,Transient,0,2017,20,20,0,0
BEL,Online TA,May,No Deposit     ,Transient-Party,7,2017,21,21,0,0
IRL,Offline TA/TO,May,No Deposit     ,Transient,94,2017,20,15,0,0
IRL,Offline TA/TO,May,No Deposit     ,Transient,103,2017,20,15,0,0
PRT,Direct,May,No Deposit     ,Transient,1,2017,21,21,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,286,2017,20,18,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,0,2017,20,15,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,286,2017,20,18,0,0
GBR,Online TA,June,No Deposit     ,Transient,41,2017,22,2,0,1
GBR,Offline TA/TO,May,No Deposit     ,Transient,120,2017,20,17,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,286,2017,20,18,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,74,2017,20,14,0,0
PRT,Offline TA/TO,May,No Deposit     ,Contract,208,2017,21,22,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,85,2017,20,14,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,89,2017,20,14,0,0
PRT,Online TA,May,No Deposit     ,Transient,68,2017,20,20,1,0
PRT,Online TA,August,No Deposit     ,Transient-Party,257,2017,32,7,0,1
PRT,Online TA,May,No Deposit     ,Transient-Party,2,2017,20,20,0,0
FRA,Offline TA/TO,May,No Deposit     ,Transient,223,2017,19,7,0,0
PRT,Direct,May,No Deposit     ,Transient,20,2017,20,18,0,0
FRA,Online TA,May,No Deposit     ,Transient,0,2017,20,20,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,124,2017,20,14,0,0
PRT,Direct,May,No Deposit     ,Transient,13,2017,20,17,1,0
DEU,Direct,May,No Deposit     ,Transient,66,2017,19,7,0,0
PRT,Online TA,May,No Deposit     ,Transient,67,2017,20,20,0,0
PRT,Complementary,May,No Deposit     ,Transient,3,2017,20,20,1,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,107,2017,19,11,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,89,2017,20,14,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,289,2017,19,11,0,0
IRL,Online TA,May,No Deposit     ,Transient,297,2017,20,20,0,0
PRT,Online TA,July,No Deposit     ,Transient,165,2017,30,27,0,1
ESP,Online TA,July,No Deposit     ,Transient,128,2017,30,28,0,1
ESP,Online TA,May,No Deposit     ,Transient,12,2017,20,16,1,0
DEU,Online TA,May,No Deposit     ,Transient,13,2017,20,14,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,262,2017,19,13,0,0
IRL,Online TA,May,No Deposit     ,Transient,7,2017,20,14,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
CHE,Offline TA/TO,May,No Deposit     ,Transient,128,2017,20,18,0,0
USA,Online TA,May,No Deposit     ,Transient,93,2017,20,18,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,2,2017,20,20,1,0
PRT,Online TA,June,No Deposit     ,Transient,28,2017,25,18,0,1
ESP,Online TA,May,No Deposit     ,Transient,1,2017,20,20,1,0
ESP,Online TA,May,No Deposit     ,Transient,9,2017,20,19,1,0
ESP,Online TA,May,No Deposit     ,Transient,9,2017,20,19,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,2,2017,20,20,0,0
PRT,Online TA,May,No Deposit     ,Transient,7,2017,22,28,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,81,2017,20,14,0,0
PRT,Direct,May,No Deposit     ,Transient,5,2017,20,20,1,0
PRT,Online TA,June,No Deposit     ,Transient,28,2017,25,18,0,1
PRT,Offline TA/TO,May,No Deposit     ,Transient,103,2017,20,14,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,361,2017,20,14,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,361,2017,20,14,0,0
GBR,Online TA,June,No Deposit     ,Transient,29,2017,24,11,0,1
GBR,Offline TA/TO,May,No Deposit     ,Transient,103,2017,20,14,0,0
HUN,Online TA,May,No Deposit     ,Transient,16,2017,20,18,0,0
FIN,Online TA,May,No Deposit     ,Transient,244,2017,18,2,0,0
GBR,Online TA,May,No Deposit     ,Transient-Party,119,2017,19,7,0,0
GBR,Online TA,June,No Deposit     ,Transient,13,2017,22,1,0,1
USA,Online TA,May,No Deposit     ,Transient,120,2017,20,15,0,0
NLD,Online TA,May,No Deposit     ,Transient,35,2017,19,12,0,0
PRT,Online TA,July,No Deposit     ,Transient,104,2017,27,2,0,1
CN,Offline TA/TO,May,No Deposit     ,Transient,81,2017,20,16,0,0
PRT,Online TA,June,No Deposit     ,Transient,21,2017,23,10,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,193,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,193,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,193,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,105,2017,19,13,0,0
ESP,Online TA,August,No Deposit     ,Transient,99,2017,35,27,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,88,2017,19,13,0,0
DEU,Online TA,May,No Deposit     ,Transient,5,2017,19,13,0,0
SWE,Offline TA/TO,May,No Deposit     ,Transient,228,2017,19,13,0,0
IRL,Direct,May,No Deposit     ,Transient,114,2017,19,13,0,0
GBR,Direct,May,No Deposit     ,Transient,26,2017,20,17,0,0
GBR,Online TA,May,No Deposit     ,Transient,247,2017,19,13,0,0
IRL,Direct,May,No Deposit     ,Transient,228,2017,19,13,0,0
GBR,Online TA,May,No Deposit     ,Transient,8,2017,20,17,0,0
IRL,Online TA,May,No Deposit     ,Transient,326,2017,19,13,1,0
IRL,Online TA,May,No Deposit     ,Transient,234,2017,19,13,0,0
IRL,Online TA,May,No Deposit     ,Transient-Party,263,2017,19,12,0,0
FRA,Online TA,May,No Deposit     ,Transient,30,2017,20,17,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,66,2017,19,13,1,0
KAZ,Online TA,June,No Deposit     ,Transient,43,2017,22,2,0,1
GBR,Online TA,May,No Deposit     ,Transient-Party,119,2017,19,7,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,66,2017,19,13,0,0
PRT,Direct,May,No Deposit     ,Transient,16,2017,20,18,1,0
GBR,Online TA,May,No Deposit     ,Transient,135,2017,19,13,0,0
FRA,Direct,May,No Deposit     ,Transient,27,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,117,2017,20,14,0,0
GBR,Online TA,May,No Deposit     ,Transient,128,2017,19,13,0,0
HUN,Offline TA/TO,May,No Deposit     ,Transient,221,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,150,2017,20,19,0,0
PRT,Online TA,July,No Deposit     ,Transient,69,2017,30,28,0,1
GBR,Online TA,June,No Deposit     ,Transient,60,2017,23,5,0,1
PRT,Direct,May,No Deposit     ,Transient,3,2017,20,18,0,0
PRT,Online TA,August,No Deposit     ,Transient,83,2017,31,3,0,1
IRL,Online TA,May,No Deposit     ,Transient,125,2017,19,13,0,0
RUS,Online TA,May,No Deposit     ,Transient,94,2017,20,16,0,0
GBR,Online TA,May,No Deposit     ,Transient,113,2017,19,12,0,0
GBR,Direct,May,No Deposit     ,Transient,58,2017,20,14,0,0
BRA,Online TA,May,No Deposit     ,Transient,115,2017,20,17,0,0
GBR,Online TA,May,No Deposit     ,Transient,21,2017,20,14,0,0
PRT,Online TA,August,No Deposit     ,Transient,83,2017,31,3,0,1
USA,Online TA,May,No Deposit     ,Transient,106,2017,19,12,0,0
PRT,Offline TA/TO,June,No Deposit     ,Transient,131,2017,24,11,0,1
PRT,Direct,May,No Deposit     ,Transient,1,2017,20,16,0,0
PRT,Direct,May,No Deposit     ,Transient,1,2017,20,18,1,0
GBR,Online TA,May,No Deposit     ,Transient,17,2017,20,14,0,0
GBR,Online TA,May,No Deposit     ,Transient,3,2017,20,14,1,0
FRA,Online TA,May,No Deposit     ,Transient,238,2017,19,12,1,0
GBR,Online TA,May,No Deposit     ,Transient,32,2017,20,14,0,0
PRT,Online TA,May,No Deposit     ,Transient,14,2017,22,31,0,1
FRA,Online TA,August,No Deposit     ,Transient,101,2017,34,22,0,1
PRT,Online TA,June,No Deposit     ,Transient,162,2017,26,30,0,1
GBR,Online TA,May,No Deposit     ,Transient,12,2017,20,15,0,0
GBR,Offline TA/TO,May,No Deposit     ,Transient,152,2017,20,15,0,0
ESP,Direct,June,No Deposit     ,Transient,209,2017,25,24,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,225,2017,19,11,0,0
CHE,Online TA,May,No Deposit     ,Transient,5,2017,20,14,1,0
PRT,Direct,May,No Deposit     ,Transient,3,2017,20,15,1,0
GBR,Online TA,May,No Deposit     ,Transient,35,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,351,2017,18,4,0,0
FRA,Online TA,May,No Deposit     ,Transient,80,2017,20,17,0,0
PRT,Online TA,May,No Deposit     ,Transient,1,2017,20,17,1,0
IRL,Online TA,June,No Deposit     ,Transient,45,2017,25,18,0,1
IRL,Online TA,May,No Deposit     ,Transient,16,2017,19,11,0,0
PRT,Online TA,May,No Deposit     ,Transient,63,2017,20,15,0,0
PRT,Corporate,June,No Deposit     ,Transient,27,2017,24,11,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,86,2017,19,11,0,0
PRT,Corporate,June,No Deposit     ,Transient,27,2017,24,11,0,1
GBR,Offline TA/TO,May,No Deposit     ,Contract,113,2017,19,7,0,0
USA,Online TA,May,No Deposit     ,Transient,12,2017,20,16,0,0
PRT,Online TA,August,No Deposit     ,Transient,87,2017,32,11,0,1
PRT,Online TA,August,No Deposit     ,Transient,78,2017,31,2,0,1
PRT,Offline TA/TO,May,No Deposit     ,Transient,212,2017,20,14,0,0
FRA,Online TA,May,No Deposit     ,Transient,20,2017,19,11,0,0
GBR,Online TA,May,No Deposit     ,Transient-Party,121,2017,20,16,0,0
CHE,Offline TA/TO,May,No Deposit     ,Transient,177,2017,20,17,0,0
CN,Online TA,May,No Deposit     ,Transient,241,2017,19,12,0,0
CZE,Online TA,May,No Deposit     ,Transient,126,2017,19,12,0,0
CN,Online TA,May,No Deposit     ,Transient,105,2017,19,13,1,0
PRT,Online TA,May,No Deposit     ,Group,1,2017,20,17,1,0
GBR,Online TA,May,No Deposit     ,Transient-Party,121,2017,20,16,0,0
GBR,Online TA,May,No Deposit     ,Transient-Party,8,2017,20,14,0,0
GBR,Online TA,May,No Deposit     ,Transient-Party,8,2017,20,14,0,0
DEU,Online TA,June,No Deposit     ,Transient,150,2017,23,9,0,1
PRT,Corporate,May,No Deposit     ,Transient,26,2017,20,16,0,0
GBR,Online TA,May,No Deposit     ,Transient,247,2017,19,13,0,0
PRT,Direct,May,No Deposit     ,Transient,1,2017,20,17,0,0
ESP,Online TA,July,No Deposit     ,Transient,168,2017,27,6,0,1
PRT,Corporate,June,No Deposit     ,Transient,30,2017,24,11,0,1
SWE,Direct,May,No Deposit     ,Transient,0,2017,20,14,0,0
GBR,Online TA,May,No Deposit     ,Transient,121,2017,20,16,0,0
GBR,Online TA,May,No Deposit     ,Transient,234,2017,19,13,0,0
IRL,Online TA,June,No Deposit     ,Transient,21,2017,23,8,0,1
FRA,Direct,May,No Deposit     ,Transient,37,2017,20,16,1,0
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,17,1,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,272,2017,18,4,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,230,2017,19,11,0,0
IRL,Direct,May,No Deposit     ,Transient,13,2017,19,11,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,260,2017,19,11,0,0
IRL,Online TA,May,No Deposit     ,Transient,21,2017,19,13,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,75,2017,20,15,0,0
GBR,Online TA,May,No Deposit     ,Transient,6,2017,20,15,0,0
PRT,Online TA,June,No Deposit     ,Transient,58,2017,23,10,0,1
ESP,Online TA,May,No Deposit     ,Transient,5,2017,21,22,0,1
IRL,Direct,May,No Deposit     ,Transient,112,2017,19,8,0,0
IRL,Online TA,May,No Deposit     ,Transient,8,2017,20,16,0,0
IRL,Direct,May,No Deposit     ,Transient,3,2017,19,11,1,0
IRL,Online TA,May,No Deposit     ,Transient,125,2017,20,14,0,0
IRL,Online TA,May,No Deposit     ,Transient,13,2017,19,11,0,0
ESP,Online TA,May,No Deposit     ,Transient,82,2017,19,13,0,0
ESP,Online TA,May,No Deposit     ,Transient,82,2017,19,13,0,0
ESP,Online TA,May,No Deposit     ,Transient,82,2017,19,13,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
GBR,Online TA,May,No Deposit     ,Transient,1,2017,20,15,1,0
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
BRA,Online TA,May,No Deposit     ,Transient,1,2017,20,15,1,0
PRT,Corporate,May,No Deposit     ,Transient,10,2017,20,15,1,0
CN,Online TA,July,No Deposit     ,Transient,210,2017,27,6,0,1
PRT,Corporate,May,No Deposit     ,Transient,10,2017,20,15,1,0
PRT,Online TA,May,No Deposit     ,Transient,4,2017,20,15,0,0
PRT,Online TA,July,No Deposit     ,Transient,155,2017,26,1,0,1
FIN,Online TA,May,No Deposit     ,Transient,215,2017,18,3,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
ESP,Online TA,May,No Deposit     ,Transient,5,2017,19,13,1,0
ESP,Online TA,May,No Deposit     ,Transient,10,2017,20,15,0,0
PRT,Online TA,May,No Deposit     ,Transient,6,2017,20,16,1,0
PRT,Online TA,June,No Deposit     ,Transient,17,2017,22,1,0,1
IRL,Groups,May,No Deposit     ,Transient-Party,140,2017,19,10,0,0
IRL,Groups,May,No Deposit     ,Transient-Party,118,2017,19,10,0,0
IRL,Groups,May,No Deposit     ,Transient-Party,118,2017,19,10,0,0
IRL,Groups,May,No Deposit     ,Transient-Party,118,2017,19,10,0,0
IRL,Groups,May,No Deposit     ,Transient-Party,118,2017,19,10,0,0
DEU,Online TA,May,No Deposit     ,Transient,5,2017,20,16,0,0
PRT,Online TA,May,No Deposit     ,Transient,305,2017,21,27,0,1
ESP,Online TA,May,No Deposit     ,Transient,5,2017,19,13,0,0
PRT,Direct,May,No Deposit     ,Transient,5,2017,20,15,1,0
CN,Online TA,July,No Deposit     ,Transient,210,2017,27,6,0,1
PRT,Corporate,May,No Deposit     ,Transient,6,2017,20,16,0,0
PRT,Direct,May,No Deposit     ,Transient,29,2017,19,12,1,0
IRL,Direct,May,No Deposit     ,Transient,112,2017,19,8,0,0
PRT,Corporate,May,No Deposit     ,Transient-Party,60,2017,21,21,0,1
RUS,Online TA,June,No Deposit     ,Transient,39,2017,25,19,0,1
PRT,Direct,May,No Deposit     ,Transient,1,2017,20,16,1,0
IRL,Online TA,May,No Deposit     ,Transient,152,2017,22,30,0,1
PRT,Online TA,August,No Deposit     ,Transient,102,2017,33,13,0,1
BEL,Online TA,June,No Deposit     ,Transient,35,2017,23,5,0,1
PRT,Corporate,May,No Deposit     ,Transient,6,2017,20,16,0,0
PRT,Direct,May,No Deposit     ,Transient,38,2017,20,19,0,1
PRT,Online TA,June,No Deposit     ,Transient,42,2017,25,24,0,1
PRT,Online TA,May,No Deposit     ,Transient,352,2017,21,25,0,1
GBR,Online TA,May,No Deposit     ,Transient,313,2017,19,9,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,90,2017,18,2,0,0
FRA,Online TA,May,No Deposit     ,Transient,2,2017,19,13,1,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,110,2017,19,9,0,0
GBR,Offline TA/TO,May,No Deposit     ,Contract,110,2017,19,9,0,0
GBR,Online TA,May,No Deposit     ,Transient,9,2017,20,14,0,0
PRT,Online TA,May,No Deposit     ,Transient,4,2017,20,15,0,0
GBR,Online TA,May,No Deposit     ,Transient,2,2017,19,11,0,0
FRA,Online TA,May,No Deposit     ,Transient,0,2017,20,14,0,0
PRT,Direct,July,No Deposit     ,Transient,347,2017,29,21,0,1
ESP,Online TA,July,No Deposit     ,Transient,333,2017,29,16,0,1
USA,Online TA,May,No Deposit     ,Transient,319,2017,19,12,0,0
PRT,Corporate,May,No Deposit     ,Transient,3,2017,20,15,0,0
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,15,0,0
GBR,Online TA,May,No Deposit     ,Transient,16,2017,19,13,0,0
PRT,Online TA,May,No Deposit     ,Transient,2,2017,20,15,1,0
GBR,Complementary,May,No Deposit     ,Transient,5,2017,20,15,1,0
FRA,Online TA,May,No Deposit     ,Transient,0,2017,20,15,0,0
IRL,Online TA,May,No Deposit     ,Transient,250,2017,19,7,0,0
PRT,Online TA,May,No Deposit     ,Transient,3,2017,20,15,0,0
POL,Offline TA/TO,May,No Deposit     ,Transient,3,2017,20,15,1,0
PRT,Online TA,July,No Deposit     ,Transient,159,2017,27,3,0,1
PRT,Online TA,May,No Deposit     ,Transient-Party,6,2017,20,15,0,0
FRA,Online TA,May,No Deposit     ,Transient,7,2017,19,13,1,0
PRT,Offline TA/TO,May,No Deposit     ,Transient,96,2017,20,16,0,1
FRA,Offline TA/TO,May,No Deposit     ,Transient,13,2017,19,12,1,0
PRT,Corporate,May,No Deposit     ,Transient,3,2017,20,15,0,0
FRA,Direct,May,No Deposit     ,Transient,0,2017,20,15,1,0
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,15,0,0
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,15,0,0
PRT,Corporate,May,No Deposit     ,Transient,17,2017,20,15,0,0
PRT,Online TA,May,No Deposit     ,Transient-Party,6,2017,20,15,0,0
GBR,Direct,May,No Deposit     ,Transient,12,2017,19,12,0,0
GBR,Complementary,May,No Deposit     ,Transient,5,2017,20,15,1,0
POL,Offline TA/TO,May,No Deposit     ,Transient,3,2017,20,15,1,0
MAR,Online TA,August,No Deposit     ,Transient,78,2017,31,1,0,1
PRT,Direct,May,No Deposit     ,Transient,0,2017,20,15,1,0
PRT,Online TA,May,No Deposit     ,Transient,1,2017,20,15,0,0
NLD,Online TA,May,No Deposit     ,Transient,2,2017,20,15,1,0
PRT,Direct,July,No Deposit     ,Transient,150,2017,27,8,0,1
IRL,Groups,May,No Deposit     ,Transient-Party,156,2017,19,8,0,0
CN,Online TA,August,No Deposit     ,Transient,203,2017,33,15,0,1
ESP,Online TA,August,No Deposit     ,Transient,88,2017,32,7,0,1
IRL,Groups,May,No Deposit     ,Transient-Party,156,2017,19,8,0,0
RUS,Online TA,July,No Deposit     ,Transient,73,2017,30,24,0,1
IRL,Online TA,June,No Deposit     ,Transient,320,2017,22,3,0,1
ISR,Online TA,June,No Deposit     ,Transient,18,2017,22,1,0,1
IRL,Groups,May,No Deposit     ,Transient-Party,156,2017,19,8,0,0
RUS,Online TA,June,No Deposit     ,Transient,21,2017,23,5,0,1
IRL,Direct,May,No Deposit     ,Transient,36,2017,19,8,0,0
